uid:a58cce7af4ad6855fea778b3;name:靠山居艺墅7幢;address:北京市房山区靠山居艺墅7幢;lat:39.808992;lng:116.219868
uid:442076468de9b96bdfee8b94;name:新华保险大厦;address:北京市朝阳区建国门外大街12号;lat:39.913416;lng:116.453706
uid:4fc3161afbdecca93b13fd94;name:通用国际中心;address:北京市朝阳区永安里东街甲3号;lat:39.911106;lng:116.45713
uid:f633606a61dc904e0a69d994;name:米阳大厦;address:北京市朝阳区永安里东街三块板4号;lat:39.912897;lng:116.458619
uid:67e42b48e92202ec7369d3fc;name:建外SOHO东区;address:北京市朝阳区东三环中路39号近银泰中心;lat:39.911123;lng:116.466212
uid:2527be1e3d705baa4afc8d19;name:北京嘉里中心;address:北京市朝阳区光华路1号;lat:39.919703;lng:116.467039
uid:07f3c8b579707d7a6240a919;name:国贸中心;address:北京朝阳区建国门外大街1号;lat:39.915126;lng:116.464925
uid:98bd0260e0578150e507386d;name:汉威大厦;address:北京市朝阳区光华路7号;lat:39.919677;lng:116.461289
uid:7fc2f53858dfad932b201a15;name:国贸大厦三期;address:建国门外大街1号;lat:39.917892;lng:116.465076
uid:0ca82fb0ea48dc1a90114c2d;name:SK大厦;address:北京市朝阳区建国门外大街甲6号;lat:39.913235;lng:116.463524
uid:1020060fe25f69a61994c694;name:建外SOHO东区写字楼B座;address:北京市朝阳区东三环中路辅路39号;lat:39.91095;lng:116.46725
uid:c61c4351d8c7d614276e9832;name:中海广场;address:北京市朝阳区建外大街光华里8号楼;lat:39.916418;lng:116.462894
uid:78bd50f7c5d2ac4231870a64;name:建外SOHO西区;address:东三环中路39号建外SOHO西区;lat:39.9106;lng:116.460316
uid:4a772db415e1b011b45f1e77;name:世纪财富中心1号楼;address:北京市朝阳区光华路五号世纪财富中心;lat:39.919515;lng:116.463726
uid:2ad32cc3a31bd9f19d95dee8;name:招商局大厦;address:朝阳区建国路118号;lat:39.913129;lng:116.470157
uid:71b437e939391b803904b1fb;name:东方梅地亚中心;address:光华路4号邮编:100026;lat:39.918391;lng:116.479751
uid:6723acd45f62f7d771455b0c;name:世茂大厦;address:北京市朝阳区建国路甲92号;lat:39.913578;lng:116.477898
uid:63b99d92ac215ea54107c136;name:郎园ViNTAGE;address:北京市朝阳区郎家园6号院2号楼b座6层;lat:39.910938;lng:116.477799
uid:3a0fbba8ea8419419fe32194;name:和乔大厦;address:北京市朝阳区光华路8号;lat:39.918046;lng:116.477124
uid:bd5046e8b7d11141d62ce294;name:瑞赛商务楼;address:北京市朝阳区东三环中南路辅路20号;lat:39.911918;lng:116.471726
uid:b1414259f41d2925bd48428a;name:海航实业大厦;address:北京市朝阳区建国路108;lat:39.913194;lng:116.47173
uid:3c0ea7c56d4b92e0fbf0cb36;name:盛世嘉园;address:北京市朝阳区建国路98号;lat:39.911953;lng:116.478019
uid:504d61130d57bacf475726bc;name:万达广场十二号楼;address:北京市朝阳区建国路93号;lat:39.917096;lng:116.477848
uid:5fe0b474ecd16caa33169b8d;name:中航工业大厦;address:北京市朝阳区建国路128号;lat:39.911771;lng:116.470661
uid:75d0881a941733543a04b1c8;name:SOHO现代城;address:北京市朝阳区建国路88号;lat:39.912021;lng:116.48246
uid:71a28bfd4c0c6b8aa3acc46a;name:温特莱中心;address:北京市朝阳区西大望路1号;lat:39.918724;lng:116.483237
uid:293a6e1dc736a65209ccdd1b;name:金地中心A座;address:北京市朝阳区建国路91号;lat:39.914985;lng:116.480401
uid:72aa251326216544077ce8fa;name:华贸中心写字楼3座;address:北京市朝阳区建国路77号;lat:39.915316;lng:116.488689
uid:54d2d48c842a981c59bbbc75;name:华贸中心写字楼;address:北京市朝阳区建国路79、81、89号;lat:39.915069;lng:116.487033
uid:f3c2373c3b5b2052d32dd694;name:蓝堡国际中心;address:西大望路甲3号地铁大望路站以北100米;lat:39.917603;lng:116.484062
uid:251374c96213ac3ca11de9fa;name:华贸中心写字楼2座;address:建国路79号华贸中心;lat:39.915409;lng:116.487655
uid:74c933fbaa6b0a5d9e82eafa;name:华贸写字楼1座;address:朝阳区建国路81号华贸中心;lat:39.914926;lng:116.48636
uid:d9116ef40271ece01ee9994d;name:北京佳兆业广场;address:北京市朝阳区建国路86号;lat:39.912574;lng:116.485627
uid:81d6a509e04a54416e20b930;name:金地国际花园;address:北京市朝阳区金地国际花园朝阳区建国路91号;lat:39.91605;lng:116.481121
uid:d1469ee70c110b1e84330477;name:远洋天地;address:八里庄西里1号;lat:39.919415;lng:116.499492
uid:aad7e782f55f5f779cf779bd;name:东区国际公寓;address:北京市东四环慈云寺1号院;lat:39.919405;lng:116.494287
uid:06d2dffd83aad2f588f15df5;name:远洋国际中心C座;address:北京市朝阳区东四环中路辅路58号;lat:39.919573;lng:116.497785
uid:92b806d2191510fd79b55cf5;name:远洋国际中心D座;address:北京市朝阳区东四环中路58号;lat:39.919044;lng:116.49778
uid:fd007c5ef7a38c11a8f72937;name:力源里;address:东四环四惠桥东北角，东四环外侧，建国路北;lat:39.916381;lng:116.499205
uid:f809e094895c8316fbf0cb11;name:东区国际1号楼;address:慈云寺1号;lat:39.919675;lng:116.495123
uid:7ed1b46b8072d75c0f0a7012;name:慈云寺46号楼;address:北京市朝阳区慈云寺小区46号;lat:39.91782;lng:116.494917
uid:ed0ee69263bc23adc91b95c3;name:东区国际公寓3号楼;address:北京市朝阳区东区国际公寓3号楼;lat:39.918733;lng:116.493087
uid:f446091840b0bb69b11e36f8;name:力源里3号院;address:北京市朝阳区力源里3号院2号楼305室;lat:39.915855;lng:116.49851
uid:a4145984d24720acc356ac32;name:慈云寺50号楼;address:北京市朝阳区;lat:39.918328;lng:116.493085
uid:a1418eb4b321cd03ebe5821d;name:东恒时代二期;address:朝阳区八里庄东里甲1号院;lat:39.918024;lng:116.504867
uid:e4a3495e5d848f6686420e54;name:金地名京;address:东四环1号地铁四惠站;lat:39.916122;lng:116.503507
uid:2248a83219843d12b9df8fbb;name:东恒时代一期;address:地铁一号线和八通线的四惠站D出口北20米;lat:39.9157;lng:116.500888
uid:3bc292eba04aecb91ce9998d;name:东恒时代三期;address:十里堡甲3号;lat:39.9182;lng:116.508911
uid:2a7a25ece6f710636d3e1b95;name:东恒时代;address:北京市朝阳区十里堡甲3号院;lat:39.918165;lng:116.508964
uid:eb4a86563f8f7b54c51e517f;name:惠泽园;address:惠泽园13;lat:39.915515;lng:116.506515
uid:a27a38bbfcca3477e3110396;name:惠润园;address:朝阳区通惠家园社区;lat:39.915957;lng:116.509631
uid:b393424899261d8299005010;name:京通大厦;address:北京市朝阳区建国路;lat:39.91467;lng:116.502127
uid:51156985a3f75b9841d63e55;name:惠泽园1栋;address:北京市朝阳区惠泽园1栋;lat:39.916647;lng:116.508376
uid:238746ff003f263d6140a92c;name:惠泽园8号楼;address:北京市朝阳区壹线国际17号;lat:39.915065;lng:116.507061
uid:9f97b1c518e74a06b74f5491;name:通惠家园;address:北京市朝阳区四惠建国路通惠家园惠民园;lat:39.915983;lng:116.512617
uid:6d964b4cfc78503cf723104f;name:华腾世纪总部公园;address:北京市朝阳区八里庄陈家林九号院;lat:39.917356;lng:116.51777
uid:ec993adb022cdb295d17c345;name:天洋运河壹号;address:北京市朝阳区建国路56号;lat:39.913619;lng:116.518261
uid:8371f84e2ffb20423c9a5eca;name:爱这城;address:北京市朝阳区朝阳路十里堡甲二号院;lat:39.919602;lng:116.514231
uid:5ef3a5af7c5c6877c8213da3;name:国投尚科大厦四惠;address:高碑店乡半壁店村惠河南街1111号;lat:39.910682;lng:116.516664
uid:0c98169ed9d7fd9cad045759;name:普乐门公寓;address:朝阳区高碑店乡陈家林路甲2号;lat:39.919151;lng:116.516656
uid:6c3ee7d2d58ba16ef942b237;name:联信国际大厦;address:陈家林四号;lat:39.917769;lng:116.515405
uid:afeb7c75a32a0dd42b11d113;name:泰禾文化大厦;address:陈家林甲2号;lat:39.917402;lng:116.515459
uid:35f1c22ec8051238c356ac74;name:惠民园;address:北京市朝阳区通惠家园7号楼22层;lat:39.915822;lng:116.51809
uid:3be122e171edcb531ef74df5;name:壹线国际;address:国贸向东两公里地铁一号线四惠至四惠东站之间地铁上方壹线国际;lat:39.91506;lng:116.511053
uid:afc02290ea0e83aca4c756d5;name:四惠大厦;address:北京市朝阳区惠河南街1008B;lat:39.911821;lng:116.520547
uid:8fa2f921984e1c59626858c2;name:君天大厦;address:通惠河畔1131号;lat:39.910599;lng:116.521268
uid:04bdf4a319a6c14f344aae96;name:康家园小区;address:北京市朝阳区康家园12号楼;lat:39.918002;lng:116.522763
uid:dbf4d6ee412a4b2a6ea3cc96;name:白领家园;address:高碑店北路甲6号四惠东地铁东北口华润饭店北100米;lat:39.916983;lng:116.527575
uid:a5bb0ec5f6b5fd3d4c6d4608;name:南岸一号;address:北京市朝阳区惠河南街南岸1号;lat:39.912037;lng:116.526143
uid:ee2236778d73c6b1c5f50d15;name:锦裕写字楼;address:康家沟145号;lat:39.915476;lng:116.5228
uid:18ab9d5f2802da43ab059dfa;name:水南庄壹号;address:北京市朝阳区惠河南街;lat:39.911893;lng:116.521983
uid:1495e9ee169a4237a3acc40c;name:卓明大厦;address:北京市朝阳区惠河南街1069号;lat:39.912314;lng:116.522807
uid:3c38fff16844d563ad0457e0;name:康家园4号楼;address:北京市朝阳区高碑店北路康家园4号楼;lat:39.915324;lng:116.526093
uid:54380f4bded5b1ada7c756c1;name:甘露园南里二区19号楼;address:北京市朝阳区;lat:39.918992;lng:116.522433
uid:92b806d2de125d8079b55cec;name:兴隆家园;address:北京市朝阳区建国路29号朝阳路与青年路交汇处;lat:39.916449;lng:116.530786
uid:e23a1379e7e65a80a7c7561b;name:高碑店新村一区;address:北京市朝阳区高碑店高碑店路;lat:39.91069;lng:116.533344
uid:5ac809558183a45a9b68b42b;name:高碑店村一区;address:北京市朝阳区高碑店村1区143号;lat:39.911515;lng:116.53318
uid:0e5c98a1ae5313e21d58000d;name:高碑店村二区;address:街心西路附近;lat:39.910182;lng:116.533711
uid:5a0cf7f49ad63017c356ac71;name:兴隆家园南区;address:建国路29号;lat:39.917118;lng:116.530256
uid:dc553762efa4e5d45b109362;name:兴隆家园29号楼;address:北京市朝阳区兴隆家园29号楼;lat:39.91936;lng:116.531058
uid:9d848b7a5257c12d02294f83;name:高碑店村5号院;address:高碑店5号院;lat:39.912598;lng:116.536809
uid:fad61ea71d7a6944cc06a44a;name:兴隆家园41号楼;address:北京市朝阳区兴隆家园南区41号楼;lat:39.916027;lng:116.530181
uid:45540f0aa6aeb8239b68b4a4;name:兴隆家园37号楼;address:北京市朝阳区兴隆家园南区37号楼;lat:39.917302;lng:116.530897
uid:359f6da6acc9617c715e803f;name:高碑店村一区57号楼;address:惠河南街;lat:39.912295;lng:116.531736
uid:382e582c694ae99809a8d499;name:陶家湾;address:北京市朝阳区远通桥与通惠河南路交叉口西南200米;lat:39.911356;lng:116.548953
uid:922e914ed5b0f96346e27484;name:东亿国际创意园;address:高井文化传媒园8号中国传媒大学西校区;lat:39.918803;lng:116.545534
uid:03d63ad3fe841446a8f0cd00;name:东亿国际传媒产业园C10号楼;address:北京市朝阳区花园闸路;lat:39.917936;lng:116.545415
uid:a84b20f23ea4eaafd1f49e83;name:东亿传媒产业园C7号楼;address:北京市朝阳区;lat:39.917515;lng:116.546259
uid:64bb280808b38dae704b8719;name:东亿传媒演艺大楼;address:北京市朝阳区建国路;lat:39.917891;lng:116.547164
uid:772b4cf6e234de2d04026fbd;name:东亿国际传媒产业园C12号楼;address:北京市朝阳区;lat:39.918488;lng:116.546267
uid:29a71a54b3d16f9728d7abfa;name:A加专属形象化妆培训机构;address:朝阳区高碑店东区D227;lat:39.910688;lng:116.543879
uid:b886c734525e1addc61e5169;name:高井传媒文化产业园区;address:北京市朝阳区花园闸路;lat:39.916797;lng:116.546863
uid:ad2fc184e9907848c7f50d16;name:东亿国际产业园C14楼;address:花园闸路西200米;lat:39.918801;lng:116.545514
uid:96fa6febfbd52fe1d22dd6fc;name:高碑店甲80号;address:西店村甲1号;lat:39.912196;lng:116.541239
uid:993b238b67e5308984154159;name:北花园小区1号院;address:北京市朝阳区北花园小区1号院;lat:39.911553;lng:116.557028
uid:39a926e38b3a0af4f8f0cb21;name:北花园小区3号院;address:北京市朝阳区北花园中路3号院;lat:39.910286;lng:116.554413
uid:33fbfa8383eca5c10af5eb96;name:定福庄西里1号院;address:定福庄东街;lat:39.919487;lng:116.55944
uid:d6c5d991ee1978e831169b96;name:花园闸北里;address:北京市朝阳区定福庄西街附近;lat:39.917328;lng:116.555384
uid:e14617f72c0491019122e07e;name:北花园小区2号院;address:北花园中路附近;lat:39.911629;lng:116.559041
uid:907f11938a037c0d83a00cd9;name:定福庄西街甲1号楼;address:北京市朝阳区朝阳路定福庄西里1号院西100米;lat:39.919602;lng:116.556968
uid:f3ee7c5c2fec2ade7adbd223;name:定福庄西街1号楼;address:北京市朝阳区定福庄西街;lat:39.916413;lng:116.558252
uid:e45d8409b509026b28201ab3;name:花园闸北里17号楼;address:北京市朝阳区花园闸北里17号楼;lat:39.916309;lng:116.555879
uid:23776438e279e30aeaf85385;name:花园闸北里7号楼;address:北京市朝阳区花园闸北里7号楼;lat:39.919097;lng:116.554209
uid:565aada081e84810260bd00f;name:花园闸;address:北京市朝阳区花园闸北里19号楼7;lat:39.917586;lng:116.554694
uid:606289fd10ac344da3046491;name:艺水芳园;address:北京市朝阳区北花园街1号;lat:39.911007;lng:116.569578
uid:7bfa08fc0c6f5b7c25d2bb32;name:北花园;address:北京市朝阳区天泰北双苑小区2号楼;lat:39.910329;lng:116.562462
uid:cd9e1bd482c503b51b94c6bd;name:中国传媒大学梆子井学生公寓;address:建国路20号;lat:39.913817;lng:116.5631
uid:f633606a61de904e0a69d996;name:中国传媒大学中蓝大学生公寓;address:北京市朝阳区定福庄东街4;lat:39.917301;lng:116.560664
uid:e0574f0f488f533cc909f0e2;name:福慧家苑;address:定福庄南里4号;lat:39.916831;lng:116.568574
uid:5ce2637d2b04d351af31e596;name:定福庄南里4号院;address:朝阳区建国路定福庄南里4号院;lat:39.915982;lng:116.56811
uid:8930648bca1b3ddfe2110335;name:中国传媒大学1号楼;address:北京市朝阳区定福庄东街1号;lat:39.917637;lng:116.562424
uid:1aa0feb44c0451a8b14c4979;name:艺水芳园学生公寓;address:北京市朝阳区北花园街1号院;lat:39.910852;lng:116.567185
uid:cd513ec1d178cf8904026f19;name:定福庄南里3号院;address:定福庄东街1号中国传媒大学;lat:39.917078;lng:116.567408
uid:684072ef216a3d2584330443;name:梆子井;address:北京市朝阳区建国路20号;lat:39.914078;lng:116.562761
uid:341c35defa6a84c0e6073858;name:水郡长安;address:朝阳区京通快速路双桥出口，通惠河南路向西400米;lat:39.911125;lng:116.576289
uid:0f42322321f807d1cafa5f48;name:三间房南里4号;address:三间房南里4号;lat:39.918694;lng:116.575593
uid:f371308ed03eae5052e5c528;name:三间房南里7号院;address:北京市朝阳区建国路;lat:39.915786;lng:116.573694
uid:faeee4cf1a16f4119cec2bdd;name:水郡长安家园1号院;address:建国路8;lat:39.911409;lng:116.578053
uid:b3aa435da5615d7515764313;name:乐栋300;address:北京市朝阳区北花园街甲1东门;lat:39.91088;lng:116.572544
uid:34f68ab05ae5b1748e55ecbe;name:天籁.轩;address:双柳北街39号邮编：100024;lat:39.910881;lng:116.573419
uid:3f03ace99b636d588e1a89b9;name:三间房南里;address:北京市朝阳区朝阳路辅路南50米;lat:39.918782;lng:116.574948
uid:e2a4c500f96a2302c16c14e3;name:珠江绿洲家园18号楼;address:建国路18号院18号楼;lat:39.913738;lng:116.570811
uid:f17fd05bd1bb5a4dd8131815;name:北京生物制品研究所宿舍;address:三间房南里4号院;lat:39.916316;lng:116.575321
uid:d13bac1c5f4513e42806cef3;name:三间房南里4号院11号楼;address:北京市朝阳区三间房南里4号;lat:39.918699;lng:116.575965
uid:850815e1e051e39b42e19296;name:华龙美树;address:北京市朝阳区建国路15号;lat:39.917944;lng:116.587111
uid:118500177cf9a1c503ff2d9a;name:华文国际传媒大厦;address:北京市朝阳区建国路15号;lat:39.916539;lng:116.588854
uid:3dc9befd889d7516bfa24091;name:双惠苑;address:朝阳朝阳区双桥路甲一号双惠苑双桥地铁附近;lat:39.911381;lng:116.581626
uid:08f1f1f5c548e2b488db7312;name:北岸1292;address:建国东路15号甲1号院;lat:39.917586;lng:116.588131
uid:ea4a3dc985f2742e4f554791;name:双柳小区;address:北京市朝阳区城铁双桥站东南侧B出口向南行170米;lat:39.912881;lng:116.585425
uid:ced76efa06c8368360180977;name:意菲克大厦;address:北京市朝阳区三间房乡东柳巷甲1号;lat:39.913761;lng:116.587028
uid:befdb2927ceb739f87154159;name:金隅康惠园;address:北京市朝阳区东起规划小寺村路,西至双桥路南接北花园街规划路;lat:39.911401;lng:116.588866
uid:b23d7094c531b6f36fa3cce3;name:双柳新居;address:朝阳双桥路口东南侧面;lat:39.912772;lng:116.589551
uid:598c04e7db063b518f1a8907;name:水岸双桥1号楼;address:北京市朝阳区水岸双桥1号楼;lat:39.914215;lng:116.58555
uid:c5f2194bc4904c8896f08c53;name:康惠园2号院8号楼;address:北京市朝阳区康惠园2号院8号楼;lat:39.910943;lng:116.589387
uid:cb298dcb72e11ec800ff2dee;name:世通国际大厦;address:北京市朝阳区建国路;lat:39.916607;lng:116.592943
uid:e89c2fb12e2a506e0c0e6b84;name:朝阳旺角;address:北京市朝阳区管庄双柳北街1号院;lat:39.911561;lng:116.594559
uid:73a4142764ac2db99d9d68ea;name:康惠园1号院6;address:双桥路康惠园小区一号院2号楼附近;lat:39.911584;lng:116.590232
uid:513316d04042890fbadf8f3f;name:管庄西里74号楼;address:北京市朝阳区管庄西里甲74号楼;lat:39.919782;lng:116.591704
uid:b77ee82dc52c2bb95e0d0291;name:管庄西里76号楼;address:北京市朝阳区管庄西里甲76号楼;lat:39.919613;lng:116.592695
uid:3ed8de19aa7b5a94bbbd63ad;name:管庄西里69号楼;address:北京市朝阳区管庄西里甲69号楼;lat:39.919731;lng:116.594941
uid:ac843ab893686061c51e514d;name:周井大院1号楼;address:北京市朝阳区周井大院1号楼;lat:39.918574;lng:116.591829
uid:c1b73c1b3bbc4c90b21e3678;name:管庄西里67号楼;address:北京市朝阳区管庄西里甲67号楼;lat:39.918953;lng:116.594752
uid:843490d143bb8b30cc06a4e6;name:管庄西里62号楼;address:北京市朝阳区管庄西里甲62号楼;lat:39.919254;lng:116.596873
uid:c26f85c1e0047e912ab97c4d;name:管庄西里68号楼;address:北京市朝阳区管庄西里甲68号楼;lat:39.919333;lng:116.594832
uid:dfd1c6aa888e1090d12dd65f;name:朗廷大厦A座;address:北京市朝阳区朝阳路8号;lat:39.916907;lng:116.605103
uid:5fde724f104f505c6849f324;name:正嘉大厦;address:建国路7号;lat:39.915756;lng:116.606354
uid:fbdd68e22bed38b61811d543;name:朗廷大厦B座;address:北京市朝阳区朝阳路8号;lat:39.916871;lng:116.605401
uid:c856689e151e1a38a5da3940;name:朗廷;address:北京市朝阳区朝阳路8号;lat:39.917155;lng:116.605031
uid:d695ce3bd44e7bb993114ce9;name:东会新村;address:北京市朝阳区双桥东路1号院2号楼2单元402;lat:39.913852;lng:116.605352
uid:fd007c5e59e0726fa8f729f7;name:东卫城;address:北京市朝阳区京通苑13号;lat:39.918789;lng:116.605281
uid:49fe4a702a16b6224d2fdf19;name:双会小区;address:北京市朝阳区双桥东路1;lat:39.914339;lng:116.605726
uid:673da84034a3dac88c55ecfc;name:馨岛苑;address:朝阳路19号;lat:39.91967;lng:116.606748
uid:15f9a169352670be2a06ce55;name:京通苑24号楼;address:朝阳路;lat:39.919208;lng:116.603045
uid:a19734c31cc111ad4354d7b2;name:京通苑10号楼;address:北京市朝阳区管庄京通苑社区朝阳路京通苑阳光华苑;lat:39.918422;lng:116.603897
uid:5e245e61d851e7a7601c6716;name:瑞祥里小区;address:北京市朝阳区瑞祥里小区8号楼;lat:39.917096;lng:116.618858
uid:9abbda69fd98692b03ec016f;name:北京新天地三期;address:朝阳路北150米;lat:39.919801;lng:116.612811
uid:a58a86c7d7355338c9fa5fb2;name:北京新天地一期;address:北京市朝阳区北京新天地位于朝阳区紧临朝阳路主路,管庄地区杨闸环岛东北角;lat:39.91869;lng:116.611333
uid:de036b0d23b75afd09b93a3c;name:瑞祥里西区;address:北京市朝阳区八里桥朝阳路瑞祥里西区;lat:39.915784;lng:116.618635
uid:7ea3684c07f8bd293c9a5e1a;name:瑞祥里27号楼;address:北京市朝阳区瑞祥里西区27号楼;lat:39.916118;lng:116.618635
uid:9c59f2c01bbee714f82d6113;name:瑞祥里西区B区4号楼;address:北京市朝阳区瑞祥里西区B区4号楼;lat:39.917736;lng:116.616366
uid:864994819315653db13c8135;name:瑞祥里西区31号楼;address:瑞祥里西区31号楼;lat:39.915973;lng:116.617522
uid:248218c5ed1c74f471455b92;name:瑞祥里西区30号楼;address:北京市朝阳区瑞祥里西区30号楼;lat:39.916266;lng:116.617659
uid:13c7b31f64ca151896031969;name:瑞祥里33号楼;address:北京市朝阳区瑞祥里西区33号楼;lat:39.91647;lng:116.616739
uid:3f69398f11bebb212e4733c4;name:瑞祥里西区34号楼;address:北京市朝阳区瑞祥里西区34号楼;lat:39.91612;lng:116.616564
uid:b221e2772206b716a3acc4e6;name:京贸国际公寓;address:八里桥南街68号;lat:39.911221;lng:116.629471
uid:7bfa08fcbcd0cb7f24d2bb96;name:瑞祥里东区;address:北京市朝阳区建国路瑞祥里东区;lat:39.916822;lng:116.621509
uid:af689b1d15eed9c84e554738;name:瑞祥里东区26号楼;address:北京市朝阳区瑞祥里东区26号楼;lat:39.915367;lng:116.620118
uid:c26102c686e9ec5f047ce83b;name:瑞祥里东区24号楼;address:北京市朝阳区瑞祥里东区24号楼;lat:39.915936;lng:116.621871
uid:35481c5204e602efa2046463;name:八里桥南院1号楼;address:北京市朝阳区八里桥南院1号楼;lat:39.910425;lng:116.623182
uid:2fe2672dd42d11edfd0eb0ee;name:瑞祥里21号楼;address:北京市朝阳区瑞祥里东区21号楼;lat:39.91633;lng:116.621907
uid:e7f3bb33b5cf1853210262cd;name:瑞祥里小区B6区1号楼;address:北京市朝阳区瑞祥里B6区1号楼;lat:39.917675;lng:116.621693
uid:6e3e1b570225deda3b221c01;name:水岸长桥小区;address:北京市朝阳区京通高速路八里桥出口路北;lat:39.912709;lng:116.627438
uid:500ca8f8a4447714c17da26d;name:瑞祥里东区25号楼;address:北京市朝阳区瑞祥里东区25号楼;lat:39.915442;lng:116.621934
uid:9399d6b9d05ebce89ff779e2;name:瑞祥里东区A区7号楼;address:北京市朝阳区瑞祥里小区7号楼;lat:39.918545;lng:116.620692
uid:4ea3f2f10187dcaaaecb6664;name:西马庄园;address:北京市通州区西马庄园35号楼;lat:39.918428;lng:116.636518
uid:34f68ab037bf520a8f55ec65;name:长桥园公寓;address:八里桥南街87号;lat:39.913787;lng:116.633864
uid:24d05508f031a5af12882464;name:竹木厂小区;address:北京市通州区竹木厂小区19号楼;lat:39.916874;lng:116.631612
uid:be54cde9ecbbf05878f79665;name:华兴园;address:北京市通州区杨庄路25;lat:39.910187;lng:116.636435
uid:098a08c07a43f810c0364495;name:竹木厂小区1号楼;address:永顺镇竹木厂小区1号楼;lat:39.919003;lng:116.633145
uid:e29446bb21e84c16fea778e4;name:竹木厂小区5号楼;address:北京市通州区;lat:39.917319;lng:116.631186
uid:769fbb277b45ca48fbdc8547;name:华兴园19号楼;address:北京市通州区华兴园19号楼;lat:39.91004;lng:116.636361
uid:637df60acb96977240afe665;name:八里桥南街小区;address:北京市通州区八里桥南街62号;lat:39.911675;lng:116.632424
uid:5346c4152edb34df2fb96d2a;name:西马庄园27号楼;address:北京市通州区;lat:39.917639;lng:116.636151
uid:099eac3b30018dda15a19023;name:大唐高新技术创业园主楼;address:北京市通州区北苑155号;lat:39.913539;lng:116.638818
uid:06d2dffd113e40f688f15d64;name:通典铭居;address:北京市通州区八里桥南街1号;lat:39.913984;lng:116.64137
uid:f1ec6c6b1b4aa27cd2f49e40;name:通惠苑;address:北京市通州区北苑42号院;lat:39.915369;lng:116.645995
uid:2fd2beabbcc1f12c7bdbd2aa;name:新华西街145号院;address:北京市通州区新华西街145号;lat:39.913402;lng:116.644992
uid:00f1c7fb40db5c62c056ac7a;name:河和居;address:北京市通州区滨惠南三街38号;lat:39.91512;lng:116.643182
uid:3e10cc3a6d01e7a73de23149;name:万方家园;address:北京市通州区西关大街104;lat:39.910137;lng:116.647551
uid:10cd97d4e2605f58f7eafcd4;name:万方家园悦园;address:西关大街;lat:39.910544;lng:116.648606
uid:793cb895c2fd6f48a4c756bf;name:北苑55号院3号楼;address:北京市通州区新华西街55号院;lat:39.914596;lng:116.646194
uid:ff83d3830f368e0321026225;name:通惠苑2号楼;address:北京市通州区通惠苑2号楼;lat:39.915488;lng:116.646517
uid:3da558994d3d5954ad31e541;name:通典铭居B座;address:北京市通州区通典铭居;lat:39.914033;lng:116.642136
uid:a13aefb84865f1ac2efaa7d4;name:北苑乙55号院2号楼;address:滨惠南三街通惠苑附近;lat:39.915006;lng:116.645841
uid:78bd50f7533a5a5b31870a64;name:怡佳家园;address:北京市通州区通惠南路6、8号院;lat:39.914258;lng:116.650985
uid:bba873884581a7a0bca82264;name:在水一方;address:北京市通州区永顺南街286号;lat:39.919087;lng:116.651307
uid:3f8caa8ab1c41ca7be48427b;name:通州帅府园住宅小区二期;address:北京市通州区通惠南路,与新华大街交岔口南侧路东,帅府园二期;lat:39.912011;lng:116.65422
uid:531c707bb25fa7a640ab9a09;name:鼎盛国际;address:通州区通州新华大街新仓路2号院;lat:39.912942;lng:116.655976
uid:aff8afe833a8c9f6077ce8e0;name:永顺南里2号院;address:北京市通州区宾河路5号;lat:39.91828;lng:116.654643
uid:9041b53737876fec48cc4a92;name:晟国际;address:新华西街26号附近;lat:39.913105;lng:116.656586
uid:5c2dc21d119914046fc02c64;name:怡佳商务楼;address:通惠南路2号;lat:39.91482;lng:116.650044
uid:e452fa7fdb16924e14b54b7e;name:永泰小区;address:北京市通州区永顺南街162号;lat:39.919827;lng:116.657458
uid:be1ea5efc4cea9c114948ede;name:鼎晟国际2号院;address:北京市通州区鼎晟国际位于通州新华大街新仓路2号院;lat:39.912886;lng:116.655689
uid:ada9eb18a563658e87330406;name:逸秀名园;address:通州西门十字路口往北100米，通惠南路8号;lat:39.914514;lng:116.651145
uid:3a0a78bd74e4f28462180988;name:北京ONE;address:北京市通州区中山大街59号北京one1号楼;lat:39.91336;lng:116.662104
uid:3903fe179594ade64151c03f;name:京杭府;address:北京市通州区新华东街289号;lat:39.9151;lng:116.665257
uid:08f1f1f5a1f13ecb89db73af;name:天桥湾;address:北京市通州区天桥湾小区13号楼前平房;lat:39.917591;lng:116.665577
uid:cc9b3feaea517482e912e488;name:摩卡空间;address:通州区新华大街164号;lat:39.91352;lng:116.666066
uid:5628e849d2232b94d23ce324;name:红旗小区;address:北京市通州区新华南路34号10号楼17层1707室西塔;lat:39.911376;lng:116.665857
uid:881a28e7981c9144f942b2f1;name:新华南路34号院;address:新华南路34号;lat:39.911179;lng:116.664687
uid:ff34765602d34b564254d791;name:新华东街274栋;address:北京市通州区新华东街274栋;lat:39.914098;lng:116.667326
uid:0dc3d82dfa7a236f75e5b6f1;name:新街下坡30号院;address:北京市通州区新街下坡30号;lat:39.910172;lng:116.667498
uid:4eab73acf66f401214b54b71;name:天桥湾5栋;address:北京市通州区新华东街天桥湾小区东门;lat:39.91864;lng:116.667164
uid:51d1a0ad7551a5ea1e5800b7;name:车站路小区车站路;address:车站路25;lat:39.911719;lng:116.668322
